id_movimentacao;id_produto;data_movimentacao;quantidade;tipo;valor_total
1210;47;2024-09-26 00:00:00;87;E;37388.2
1211;38;2025-06-07 00:00:00;37;S;20849.51
1212;31;2025-04-22 00:00:00;26;S;14201.88
1213;41;2024-09-23 00:00:00;81;S;50067.75
1214;44;2026-03-15 00:00:00;166;E;38101.0
1215;48;2025-04-27 00:00:00;16;S;1021.04
1216;48;2026-01-06 00:00:00;142;E;9667.46
1217;49;2025-03-21 00:00:00;27;S;10669.02
1218;29;2025-03-01 00:00:00;51;E;29271.27
1219;41;2025-03-04 00:00:00;136;E;94907.51
1220;11;2025-09-15 00:00:00;310;E;196244.72
1221;42;2024-12-18 00:00:00;106;S;47820.09
1222;44;2024-07-17 00:00:00;283;E;59155.7
1223;19;2026-05-26 00:00:00;62;S;17778.33
1224;45;2024-11-27 00:00:00;11;S;1198.85
1225;25;2025-06-03 00:00:00;479;E;202673.86
1226;34;2025-09-15 00:00:00;98;S;17336.17
1227;42;2026-06-22 00:00:00;229;E;95987.47
1228;31;2025-08-07 00:00:00;90;E;59358.12
1229;19;2025-03-14 00:00:00;34;S;9313.2
1230;28;2025-11-22 00:00:00;80;E;36977.25
1231;40;2024-07-01 00:00:00;217;E;94907.66
1232;45;2025-02-23 00:00:00;120;E;12889.58
1233;2;2026-05-01 00:00:00;62;S;40920.67
1234;21;2025-01-08 00:00:00;46;S;14918.1
1235;49;2025-10-17 00:00:00;296;E;142551.21
1236;30;2025-04-02 00:00:00;17;S;3794.93
1237;30;2024-12-18 00:00:00;295;E;54525.62
1238;42;2025-10-05 00:00:00;58;S;27051.92
1239;6;2026-05-01 00:00:00;43;S;8008.3
1240;32;2025-02-21 00:00:00;31;S;20701.94
1241;37;2025-03-04 00:00:00;42;S;19867.23
1242;8;2025-06-23 00:00:00;6;S;3724.58
1243;15;2025-12-02 00:00:00;100;S;9002.16
1244;39;2026-02-03 00:00:00;74;S;31601.61
1245;4;2024-07-28 00:00:00;70;E;40855.75
1246;43;2026-02-02 00:00:00;6;S;1304.18
1247;5;2025-03-17 00:00:00;36;S;9119.6
1248;49;2026-02-17 00:00:00;95;S;35313.57
1249;33;2026-05-12 00:00:00;45;S;7628.22
1250;42;2025-08-16 00:00:00;22;S;10959.35
1251;7;2025-04-18 00:00:00;194;E;143390.44
1252;36;2025-05-10 00:00:00;391;E;152997.36
1253;46;2024-08-20 00:00:00;144;S;69657.7
1254;9;2025-03-27 00:00:00;69;S;7684.44
1255;39;2024-10-13 00:00:00;62;S;29019.69
1256;14;2025-08-26 00:00:00;12;S;5611.48
1257;48;2026-06-21 00:00:00;182;E;10238.54
1258;21;2024-08-31 00:00:00;46;S;15824.64
1259;18;2025-07-30 00:00:00;33;S;4077.43
1260;37;2026-03-15 00:00:00;212;E;115600.81
1261;12;2025-08-10 00:00:00;41;S;15053.46
1262;4;2026-03-28 00:00:00;22;S;12545.96
1263;28;2025-05-18 00:00:00;20;S;9143.11
1264;49;2025-09-21 00:00:00;29;S;12769.87
1265;27;2025-05-21 00:00:00;134;S;37879.14
1266;45;2024-08-30 00:00:00;247;E;31886.83
1267;35;2025-10-13 00:00:00;160;S;19451.27
1268;48;2024-06-21 00:00:00;118;E;8515.29
1269;46;2025-09-14 00:00:00;95;S;47095.86
1270;50;2026-06-25 00:00:00;111;S;65061.12
1271;9;2025-07-18 00:00:00;20;S;2432.45
1272;44;2025-03-31 00:00:00;83;S;14125.64
1273;28;2026-03-18 00:00:00;38;S;14922.4
1274;31;2026-04-08 00:00:00;16;S;8528.81
1275;10;2026-02-25 00:00:00;31;S;4579.08
1276;24;2025-09-29 00:00:00;709;E;494207.59
1277;29;2024-10-07 00:00:00;35;S;16208.47
1278;4;2026-05-07 00:00:00;118;E;62103.12
1279;19;2025-04-25 00:00:00;127;E;33456.31
1280;23;2024-10-05 00:00:00;59;S;34737.0
1281;8;2024-07-22 00:00:00;9;S;6262.93
1282;47;2026-05-25 00:00:00;34;S;15833.89
1283;12;2025-09-02 00:00:00;36;S;11565.86
1284;48;2025-12-02 00:00:00;28;S;1937.21
1285;28;2026-03-17 00:00:00;24;S;9651.72
1286;12;2025-09-20 00:00:00;8;S;2916.6
1287;27;2025-11-27 00:00:00;969;E;235990.11
1288;4;2025-01-05 00:00:00;29;S;13172.18
1289;25;2024-12-18 00:00:00;131;S;49309.28
1290;42;2026-04-21 00:00:00;46;S;21303.4
1291;42;2026-04-08 00:00:00;41;S;22402.21
1292;19;2025-02-09 00:00:00;28;S;7544.87
1293;50;2025-12-11 00:00:00;37;S;17087.85
1294;2;2025-06-16 00:00:00;160;E;105115.66
1295;22;2025-02-02 00:00:00;239;E;182396.91
1296;8;2025-02-11 00:00:00;148;E;81333.15
1297;32;2025-01-30 00:00:00;24;S;17203.46
1298;32;2026-05-01 00:00:00;277;E;189076.98
1299;41;2024-10-08 00:00:00;570;E;296777.72
1300;17;2024-08-12 00:00:00;113;S;72673.08
1301;20;2026-04-01 00:00:00;37;S;20411.24
1302;50;2024-08-16 00:00:00;343;E;186661.25
1303;16;2025-03-13 00:00:00;40;S;15166.25
1304;17;2025-09-26 00:00:00;125;S;88486.96
1305;3;2025-07-17 00:00:00;38;S;21508.38
1306;27;2026-01-31 00:00:00;445;E;116329.06
1307;8;2024-06-02 00:00:00;14;S;7605.58
1308;12;2024-12-26 00:00:00;95;S;35606.38
1309;47;2025-04-07 00:00:00;185;E;84102.65
1310;6;2024-06-25 00:00:00;34;S;6069.0
1311;13;2025-09-11 00:00:00;87;S;14374.89
1312;23;2026-05-28 00:00:00;237;S;140203.79
1313;23;2026-06-20 00:00:00;750;E;451131.02
1314;34;2025-03-04 00:00:00;153;S;29210.65
1315;22;2025-08-24 00:00:00;484;E;357208.89
1316;3;2025-04-24 00:00:00;35;S;16051.58
1317;26;2026-02-01 00:00:00;14;S;5998.74
1318;16;2025-07-18 00:00:00;202;E;85600.77
1319;12;2025-03-03 00:00:00;366;E;118774.35
1320;31;2025-09-02 00:00:00;40;S;22335.25
1321;44;2024-11-22 00:00:00;328;E;74628.4
1322;5;2024-11-24 00:00:00;704;E;171675.36
1323;12;2025-05-11 00:00:00;290;E;84120.08
1324;29;2024-10-19 00:00:00;4;S;2296.48
1325;6;2026-03-25 00:00:00;289;E;56828.76
1326;38;2026-03-28 00:00:00;440;E;310915.99
1327;31;2024-08-14 00:00:00;18;S;11505.16
1328;14;2026-04-14 00:00:00;241;E;105236.18
1329;30;2026-06-03 00:00:00;63;S;11223.49
1330;16;2024-07-01 00:00:00;22;S;10509.18
1331;20;2025-09-11 00:00:00;28;S;21290.26
1332;19;2024-09-20 00:00:00;426;E;135005.33
1333;45;2025-07-25 00:00:00;53;S;6596.78
1334;27;2026-06-03 00:00:00;148;S;42565.08
1335;50;2024-08-17 00:00:00;60;S;36364.98
1336;39;2025-07-08 00:00:00;82;S;38047.45
1337;16;2025-05-12 00:00:00;7;S;3396.19
1338;22;2024-12-05 00:00:00;207;S;148702.77
1339;11;2025-05-28 00:00:00;221;E;157069.26
1340;4;2025-02-27 00:00:00;26;S;14773.03
1341;50;2026-05-20 00:00:00;17;S;9017.88
1342;40;2025-04-17 00:00:00;91;S;47936.44
1343;35;2024-08-28 00:00:00;36;S;3289.47
1344;42;2024-12-18 00:00:00;135;S;56147.82
1345;6;2025-06-09 00:00:00;8;S;1241.66
1346;6;2025-08-08 00:00:00;38;S;6924.05
1347;27;2024-06-07 00:00:00;774;E;221022.83
1348;8;2024-09-12 00:00:00;41;S;24494.53
1349;33;2024-10-22 00:00:00;50;S;8416.97
1350;32;2025-04-04 00:00:00;45;S;28407.36
1351;35;2025-11-09 00:00:00;683;E;76583.57
1352;19;2025-02-19 00:00:00;284;E;88018.06
1353;1;2026-01-05 00:00:00;44;S;3339.24
1354;31;2024-09-04 00:00:00;94;E;65060.51
1355;39;2026-01-25 00:00:00;6;S;3023.48
1356;9;2024-12-19 00:00:00;113;S;14137.98
1357;16;2024-09-10 00:00:00;25;S;11909.96
1358;20;2025-08-30 00:00:00;7;S;4585.77
1359;20;2025-10-28 00:00:00;4;S;2712.52
1360;9;2024-07-04 00:00:00;26;S;2926.92
1361;6;2026-02-06 00:00:00;44;S;6469.7
1362;19;2025-09-14 00:00:00;137;E;39438.62
1363;29;2026-02-24 00:00:00;9;S;4748.33
1364;37;2025-03-29 00:00:00;24;S;9647.19
1365;49;2024-12-15 00:00:00;24;S;11211.5
1366;4;2026-02-12 00:00:00;6;S;2774.69
1367;40;2026-01-02 00:00:00;67;S;34003.7
1368;6;2025-10-31 00:00:00;288;E;55834.71
1369;49;2025-06-24 00:00:00;447;E;194252.07
1370;23;2025-07-11 00:00:00;149;S;90178.79
1371;15;2024-06-27 00:00:00;11;S;1124.64
1372;1;2024-08-16 00:00:00;70;S;5465.82
1373;27;2025-10-10 00:00:00;44;S;10337.81
1374;3;2026-05-22 00:00:00;26;S;12960.91
1375;5;2026-01-05 00:00:00;233;E;73802.13
1376;9;2026-06-25 00:00:00;227;E;28315.91
1377;24;2025-04-18 00:00:00;820;E;430860.66
1378;2;2025-07-25 00:00:00;5;S;3078.19
1379;46;2025-09-21 00:00:00;289;E;124331.14
1380;26;2025-05-17 00:00:00;97;E;49043.16
1381;28;2025-02-19 00:00:00;29;S;11132.83
1382;16;2025-05-12 00:00:00;45;S;20769.02
1383;27;2025-12-10 00:00:00;259;S;60806.24
1384;7;2024-11-22 00:00:00;60;S;42639.31
1385;48;2026-05-30 00:00:00;4;S;261.15
1386;34;2025-06-06 00:00:00;550;E;107291.37
1387;46;2025-09-15 00:00:00;64;S;37270.17
1388;35;2026-03-15 00:00:00;82;S;7508.07
1389;1;2026-01-22 00:00:00;35;S;2362.26
1390;21;2025-10-22 00:00:00;645;E;174298.44
1391;32;2025-02-18 00:00:00;68;E;46673.2
1392;29;2026-06-24 00:00:00;45;S;25623.86
1393;48;2024-09-20 00:00:00;153;E;8134.3
1394;34;2025-04-18 00:00:00;78;S;14240.29
1395;7;2026-05-28 00:00:00;71;S;52650.02
1396;23;2026-01-16 00:00:00;32;S;20576.43
1397;30;2024-09-10 00:00:00;214;E;47787.33
1398;22;2024-08-26 00:00:00;130;S;73675.33
1399;4;2024-07-25 00:00:00;35;S;20502.47
1400;50;2026-04-10 00:00:00;75;S;42982.81
1401;28;2026-05-23 00:00:00;9;S;3402.47
1402;49;2024-10-17 00:00:00;12;S;5631.71
1403;47;2025-04-10 00:00:00;120;E;51005.7
1404;13;2025-12-25 00:00:00;87;S;16050.19
1405;14;2024-10-09 00:00:00;215;E;89486.91
1406;5;2024-11-07 00:00:00;1052;E;337803.09
1407;20;2026-02-03 00:00:00;31;S;19832.94
1408;3;2024-11-19 00:00:00;17;S;7840.46
1409;22;2026-05-07 00:00:00;69;S;49261.41
1410;17;2025-12-26 00:00:00;188;S;124683.92
1411;40;2026-04-06 00:00:00;239;E;122162.17
1412;42;2026-02-12 00:00:00;210;E;102312.34
1413;46;2026-02-01 00:00:00;292;E;146479.81
1414;28;2025-08-28 00:00:00;8;S;3975.53
1415;46;2026-04-22 00:00:00;737;E;337118.31
1416;39;2026-03-23 00:00:00;43;S;23454.77
1417;37;2024-06-09 00:00:00;123;E;55386.4
1418;16;2025-06-15 00:00:00;27;S;13674.05
1419;3;2025-08-16 00:00:00;38;S;22054.95
1420;50;2025-09-18 00:00:00;51;S;23525.93
1421;46;2025-11-05 00:00:00;1126;E;528873.53
1422;22;2025-10-11 00:00:00;111;S;67300.49
1423;26;2025-05-03 00:00:00;76;E;31608.01
1424;46;2025-08-09 00:00:00;61;S;34109.51
1425;31;2025-12-10 00:00:00;301;E;214961.5
1426;44;2026-01-26 00:00:00;76;S;16309.7
1427;22;2024-06-21 00:00:00;780;E;487432.4
1428;32;2025-08-15 00:00:00;17;S;9876.62
1429;35;2026-05-16 00:00:00;32;S;3541.69
1430;33;2024-06-30 00:00:00;74;E;11431.4
1431;41;2025-06-30 00:00:00;85;S;52887.55
1432;36;2024-11-22 00:00:00;1200;E;461424.04
1433;19;2025-09-06 00:00:00;283;E;88673.4
1434;10;2026-01-13 00:00:00;66;S;9395.72
1435;30;2025-10-07 00:00:00;221;E;50068.85
1436;19;2024-06-24 00:00:00;115;S;35932.91
1437;22;2024-10-16 00:00:00;66;S;45704.63
1438;34;2025-05-25 00:00:00;303;E;57516.04
1439;42;2024-11-02 00:00:00;58;S;29955.75
1440;10;2025-06-30 00:00:00;589;E;87127.46
1441;44;2025-08-01 00:00:00;343;E;74017.28
1442;9;2025-06-09 00:00:00;83;S;11368.32
1443;5;2024-09-11 00:00:00;460;E;115841.21
1444;2;2025-11-18 00:00:00;39;S;20902.29
1445;46;2024-07-08 00:00:00;260;E;130015.12
1446;24;2024-10-17 00:00:00;80;S;48738.55
1447;20;2024-08-12 00:00:00;33;S;18174.13
1448;38;2026-04-02 00:00:00;521;E;344057.88
1449;40;2025-04-11 00:00:00;41;S;20129.4
1450;32;2024-07-27 00:00:00;12;S;8491.31
1451;30;2025-07-08 00:00:00;5;S;1063.53
1452;37;2025-08-17 00:00:00;161;E;88536.99
1453;12;2024-11-27 00:00:00;78;S;29749.99
1454;46;2026-03-20 00:00:00;30;S;12941.01
1455;27;2025-05-26 00:00:00;141;S;32832.13
1456;22;2024-07-10 00:00:00;804;E;446440.26
1457;3;2024-06-10 00:00:00;24;S;14418.28
1458;38;2024-08-16 00:00:00;550;E;407158.69
1459;12;2025-01-03 00:00:00;22;S;6767.32
1460;46;2025-05-24 00:00:00;52;S;22422.24
1461;4;2025-01-26 00:00:00;10;S;5592.78
1462;37;2024-10-15 00:00:00;10;S;4779.8
1463;43;2024-07-08 00:00:00;41;S;9991.09
1464;28;2025-11-03 00:00:00;177;S;70159.54
1465;20;2024-11-22 00:00:00;7;S;5317.1
1466;44;2024-09-01 00:00:00;42;S;8410.17
1467;14;2024-11-17 00:00:00;7;S;3695.89
1468;4;2026-03-19 00:00:00;226;E;120753.15
1469;49;2026-03-13 00:00:00;60;S;27740.11
1470;38;2026-03-21 00:00:00;51;S;31591.67
1471;16;2024-09-28 00:00:00;3;S;1258.61
1472;21;2025-01-10 00:00:00;292;E;94318.86
1473;17;2025-07-22 00:00:00;97;S;67179.3
1474;32;2025-11-14 00:00:00;234;E;141994.94
1475;6;2024-08-26 00:00:00;23;S;3579.24
1476;5;2025-06-02 00:00:00;75;S;20934.79
1477;36;2025-03-04 00:00:00;113;S;48973.13
1478;15;2024-06-05 00:00:00;81;S;9478.64
1479;28;2024-07-14 00:00:00;15;S;5590.12
1480;49;2025-03-12 00:00:00;62;S;30775.65
1481;13;2024-11-10 00:00:00;17;S;3146.96
1482;32;2025-03-17 00:00:00;21;S;14202.9
1483;8;2026-05-29 00:00:00;180;E;108942.55
1484;29;2025-07-23 00:00:00;248;E;110639.84
1485;26;2025-07-05 00:00:00;5;S;2623.82
1486;40;2024-12-24 00:00:00;142;S;66216.22
1487;10;2025-01-24 00:00:00;71;S;10093.7
1488;39;2024-09-10 00:00:00;512;E;288632.01
1489;42;2025-01-11 00:00:00;224;E;120863.76
1490;48;2025-08-29 00:00:00;256;E;15332.6
1491;27;2026-05-10 00:00:00;717;E;192898.44
1492;25;2024-07-07 00:00:00;78;S;36465.3
1493;23;2025-08-31 00:00:00;79;S;39266.27
1494;8;2024-09-30 00:00:00;39;S;28075.76
1495;3;2024-10-16 00:00:00;507;E;282614.22
1496;20;2026-02-11 00:00:00;107;E;75672.71
1497;33;2025-06-12 00:00:00;19;S;3655.8
1498;31;2024-09-18 00:00:00;10;S;7004.3
1499;25;2025-04-13 00:00:00;558;E;225303.19
1500;23;2025-08-09 00:00:00;291;E;186949.98
1501;50;2024-06-06 00:00:00;62;S;29157.43
1502;44;2024-08-20 00:00:00;76;S;13015.35
1503;39;2024-08-15 00:00:00;40;S;19973.27
1504;46;2025-04-09 00:00:00;131;S;75203.02
1505;2;2025-02-16 00:00:00;16;S;11059.83
1506;44;2024-11-18 00:00:00;353;E;69773.43
1507;7;2026-02-07 00:00:00;49;S;30907.93
1508;32;2026-01-25 00:00:00;12;S;8343.92
1509;42;2025-01-22 00:00:00;58;S;30159.14
1510;19;2025-04-06 00:00:00;235;E;77769.89
1511;45;2026-01-25 00:00:00;16;S;1755.59
1512;6;2026-06-12 00:00:00;196;E;31966.49
1513;23;2025-06-28 00:00:00;334;E;169959.37
1514;48;2026-04-15 00:00:00;59;S;4155.37
1515;4;2025-03-23 00:00:00;13;S;6604.02
1516;21;2026-03-04 00:00:00;85;S;24410.63
1517;16;2025-09-23 00:00:00;32;S;15053.31
1518;7;2024-08-11 00:00:00;22;S;15746.61
1519;28;2025-05-24 00:00:00;91;E;41638.52
1520;14;2025-08-18 00:00:00;5;S;2444.24
1521;8;2024-08-18 00:00:00;131;E;76950.74
1522;32;2025-06-11 00:00:00;59;S;35862.87
1523;10;2025-08-12 00:00:00;606;E;93031.24
1524;10;2025-10-06 00:00:00;25;S;3603.3
1525;38;2025-11-07 00:00:00;658;E;482045.65
1526;24;2025-01-28 00:00:00;510;E;276808.0
1527;30;2024-06-05 00:00:00;6;S;1056.84
1528;45;2024-10-23 00:00:00;183;E;23992.5
1529;12;2024-12-31 00:00:00;68;S;19509.64
1530;42;2026-04-19 00:00:00;220;E;117320.35
1531;6;2024-12-22 00:00:00;123;E;18522.23
1532;24;2025-03-07 00:00:00;78;S;41084.78
1533;28;2026-03-07 00:00:00;101;E;46975.21
1534;48;2024-10-03 00:00:00;10;S;712.63
1535;22;2024-08-05 00:00:00;51;S;29842.42
1536;23;2026-02-07 00:00:00;597;E;304413.63
1537;35;2025-09-24 00:00:00;61;S;6257.36
1538;43;2024-09-30 00:00:00;114;E;22044.62
1539;7;2025-11-04 00:00:00;142;S;89943.39
1540;45;2025-08-28 00:00:00;4;S;459.43
1541;2;2024-09-27 00:00:00;37;S;21861.04
1542;22;2025-01-04 00:00:00;55;S;33774.17
1543;1;2025-11-09 00:00:00;49;S;3616.08
1544;38;2026-02-13 00:00:00;12;S;8554.29
1545;14;2024-06-12 00:00:00;205;E;102582.4
1546;12;2025-03-27 00:00:00;29;S;9540.05
1547;44;2024-08-14 00:00:00;16;S;2724.73
1548;34;2026-03-29 00:00:00;45;S;8176.96
1549;3;2025-06-23 00:00:00;18;S;10395.69
1550;4;2025-03-22 00:00:00;4;S;1949.33
1551;19;2026-04-14 00:00:00;519;E;171041.85
1552;8;2026-02-13 00:00:00;27;S;16618.93
1553;35;2026-02-02 00:00:00;788;E;89073.21
1554;17;2026-01-08 00:00:00;367;E;222651.24
1555;13;2025-07-19 00:00:00;56;S;11483.38
1556;47;2025-12-15 00:00:00;112;E;54699.25
1557;49;2025-07-26 00:00:00;22;S;9751.69
1558;20;2025-06-01 00:00:00;26;S;19262.49
1559;10;2025-06-10 00:00:00;413;E;73868.81
1560;19;2024-11-27 00:00:00;84;S;28903.46
1561;16;2025-11-04 00:00:00;313;E;155341.76
1562;48;2026-05-19 00:00:00;51;S;3676.59
1563;44;2025-09-29 00:00:00;292;E;49773.75
1564;48;2025-09-29 00:00:00;61;S;4451.71
1565;33;2025-01-03 00:00:00;160;E;28695.69
1566;11;2024-06-15 00:00:00;144;E;83068.26
1567;31;2024-09-07 00:00:00;159;E;110868.57
1568;17;2024-10-06 00:00:00;339;E;207886.46
1569;39;2025-04-28 00:00:00;251;E;114166.15
1570;15;2025-07-20 00:00:00;55;S;6285.15
1571;34;2024-08-06 00:00:00;25;S;4221.36
1572;33;2026-03-26 00:00:00;111;E;22092.87
1573;40;2026-02-16 00:00:00;38;S;16548.92
1574;18;2025-02-06 00:00:00;41;S;5540.45
1575;48;2026-04-17 00:00:00;144;E;9072.11
1576;5;2024-07-11 00:00:00;12;S;3103.65
1577;42;2024-09-03 00:00:00;352;E;170937.42
1578;11;2026-04-08 00:00:00;22;S;16401.09
1579;50;2025-02-02 00:00:00;21;S;9234.07
1580;49;2024-08-24 00:00:00;18;S;8328.84
1581;41;2024-07-11 00:00:00;65;S;45986.19
1582;26;2026-02-04 00:00:00;165;E;86925.35
1583;16;2025-12-20 00:00:00;27;S;10608.0
1584;36;2026-06-18 00:00:00;252;E;80717.53
1585;38;2025-10-27 00:00:00;355;E;200658.62
1586;43;2026-03-24 00:00:00;47;S;10496.93
1587;26;2026-02-06 00:00:00;126;E;50243.25
1588;21;2024-08-01 00:00:00;75;S;23524.18
1589;10;2026-05-29 00:00:00;106;S;15172.83
1590;2;2025-09-16 00:00:00;7;S;4502.9
1591;11;2026-05-09 00:00:00;353;E;273413.79
1592;19;2026-05-04 00:00:00;25;S;7953.15
1593;18;2026-04-26 00:00:00;133;E;14139.95
1594;27;2025-06-21 00:00:00;203;E;46693.68
1595;1;2024-12-02 00:00:00;129;S;9894.13
1596;26;2025-07-16 00:00:00;15;S;7446.89
1597;2;2025-12-17 00:00:00;66;S;47324.79
1598;2;2026-02-23 00:00:00;185;E;103452.83
1599;43;2026-04-03 00:00:00;186;E;46226.65
1600;8;2025-11-15 00:00:00;14;S;9042.48
1601;27;2025-08-18 00:00:00;349;E;102364.7
1602;35;2025-02-14 00:00:00;120;S;13439.67
1603;6;2024-07-18 00:00:00;21;S;3904.5
1604;15;2026-01-14 00:00:00;66;S;5988.07
1605;13;2025-01-18 00:00:00;234;E;46005.62
1606;30;2025-04-30 00:00:00;44;S;9452.08
1607;1;2024-10-23 00:00:00;52;S;4170.71
1608;44;2026-05-27 00:00:00;46;S;8706.79
1609;42;2024-11-09 00:00:00;24;S;10798.9
1610;13;2024-12-23 00:00:00;112;S;21671.36
1611;20;2025-07-22 00:00:00;222;E;168937.37
1612;48;2026-02-12 00:00:00;33;S;2399.29
1613;23;2025-10-27 00:00:00;76;S;42940.05
1614;32;2025-11-03 00:00:00;161;S;118032.69
1615;24;2024-06-09 00:00:00;301;E;159455.46
1616;45;2024-11-21 00:00:00;63;S;6620.02
1617;2;2025-01-08 00:00:00;5;S;2810.74
1618;28;2026-04-16 00:00:00;33;S;12317.41
1619;4;2026-02-23 00:00:00;4;S;1933.55
1620;47;2025-02-08 00:00:00;41;E;19745.32
1621;41;2024-10-08 00:00:00;57;S;33668.1
1622;14;2025-03-22 00:00:00;65;E;29658.86
1623;27;2024-06-08 00:00:00;113;S;29671.15
1624;8;2024-06-30 00:00:00;12;S;6538.07
1625;14;2025-03-29 00:00:00;26;S;10805.41
1626;45;2026-02-15 00:00:00;28;S;3149.94
1627;48;2024-09-29 00:00:00;147;E;10646.67
1628;30;2026-03-05 00:00:00;32;S;7456.7
1629;21;2025-04-06 00:00:00;77;S;26726.82
1630;36;2024-12-07 00:00:00;133;E;51114.03
1631;6;2025-02-13 00:00:00;47;E;8687.02
1632;9;2025-08-09 00:00:00;47;S;6994.12
1633;19;2025-09-18 00:00:00;8;S;2597.43
1634;21;2025-06-16 00:00:00;22;S;6617.37
1635;14;2025-09-04 00:00:00;13;S;5528.21
1636;7;2024-07-08 00:00:00;51;S;31264.7
1637;33;2025-10-16 00:00:00;35;S;6367.68
1638;4;2024-06-04 00:00:00;175;E;102198.53
1639;22;2025-11-14 00:00:00;56;S;39971.07
1640;7;2025-03-18 00:00:00;198;E;116124.2
1641;11;2025-02-05 00:00:00;200;E;146375.36
1642;13;2024-07-13 00:00:00;30;S;6175.55
1643;13;2024-11-18 00:00:00;49;S;8916.43
1644;32;2024-10-27 00:00:00;99;E;56689.74
1645;10;2025-07-18 00:00:00;29;S;5117.64
1646;9;2024-10-11 00:00:00;58;S;6622.56
1647;49;2025-08-13 00:00:00;99;S;43689.85
1648;20;2024-06-03 00:00:00;162;E;96506.01
1649;13;2026-05-07 00:00:00;85;S;17259.12
1650;42;2026-05-30 00:00:00;31;S;13028.47
1651;38;2024-07-05 00:00:00;141;S;95964.71
1652;23;2025-10-02 00:00:00;39;S;24817.41
1653;11;2025-03-03 00:00:00;47;S;29615.71
1654;13;2024-10-19 00:00:00;60;S;10152.36
1655;5;2025-12-14 00:00:00;66;S;18057.92
1656;19;2024-08-13 00:00:00;47;S;12622.53
1657;35;2025-06-13 00:00:00;83;S;8823.04
1658;21;2024-09-10 00:00:00;12;S;3842.15
1659;26;2025-03-10 00:00:00;205;E;94532.54
1660;7;2025-06-22 00:00:00;44;S;31891.04
1661;28;2024-08-01 00:00:00;201;E;94566.84
1662;11;2024-09-20 00:00:00;216;E;136507.81
1663;20;2025-03-08 00:00:00;3;S;2100.0
1664;12;2025-12-06 00:00:00;73;S;25186.2
1665;7;2025-07-17 00:00:00;96;S;60900.68
1666;24;2025-05-05 00:00:00;680;E;448906.31
1667;6;2026-06-20 00:00:00;24;S;4006.89
1668;35;2024-10-19 00:00:00;383;E;46813.14
1669;46;2024-11-02 00:00:00;719;E;415246.04
1670;31;2025-11-11 00:00:00;27;S;17495.41
1671;48;2025-02-15 00:00:00;28;S;1968.63
1672;50;2025-12-12 00:00:00;97;S;49254.32
1673;13;2024-12-13 00:00:00;51;S;8165.9
1674;29;2026-02-23 00:00:00;28;S;13744.95
1675;28;2025-12-05 00:00:00;62;S;27115.77
1676;7;2025-07-22 00:00:00;270;E;197019.74
1677;26;2025-04-18 00:00:00;37;S;17389.76
1678;28;2024-10-26 00:00:00;15;S;6109.31
1679;8;2026-03-05 00:00:00;21;S;11109.52
1680;28;2025-05-08 00:00:00;23;S;9058.77
1681;23;2026-05-29 00:00:00;106;S;64623.43
1682;48;2025-02-08 00:00:00;24;S;1361.08
1683;33;2024-06-13 00:00:00;198;E;33696.41
1684;43;2025-01-25 00:00:00;25;S;5934.27
1685;25;2026-02-01 00:00:00;99;S;44688.86
1686;3;2025-12-14 00:00:00;413;E;206176.45
1687;37;2025-10-18 00:00:00;100;E;41046.87
1688;37;2026-05-14 00:00:00;16;S;7745.72
1689;20;2025-09-08 00:00:00;41;S;29167.5
1690;25;2024-09-10 00:00:00;282;E;118586.93
1691;9;2025-08-31 00:00:00;52;S;6254.81
1692;35;2025-11-01 00:00:00;101;S;9808.7
1693;9;2026-03-10 00:00:00;76;S;11113.92
1694;30;2024-09-14 00:00:00;4;S;897.71
1695;37;2025-09-19 00:00:00;16;S;6897.93
1696;37;2025-05-02 00:00:00;163;E;74704.95
1697;37;2026-05-25 00:00:00;269;E;135236.74
1698;6;2024-08-03 00:00:00;8;S;1549.76
1699;45;2025-02-09 00:00:00;48;E;4787.01
1700;31;2026-01-17 00:00:00;12;S;7640.42
1701;13;2025-01-01 00:00:00;40;S;6200.15
1702;43;2025-05-07 00:00:00;38;S;7854.43
1703;33;2025-03-22 00:00:00;35;S;5108.54
1704;17;2025-09-16 00:00:00;1120;E;672941.33
1705;14;2025-11-15 00:00:00;79;E;38312.2
1706;2;2024-08-07 00:00:00;43;S;30088.69
1707;2;2025-03-04 00:00:00;4;S;2294.94
1708;50;2024-07-18 00:00:00;71;S;32329.56
1709;6;2026-04-24 00:00:00;289;E;51415.65
1710;25;2025-11-16 00:00:00;1159;E;449527.44
1711;36;2026-04-11 00:00:00;121;E;46195.81
1712;14;2025-11-07 00:00:00;22;S;10044.66
1713;10;2025-12-01 00:00:00;90;S;17007.86
1714;47;2024-08-16 00:00:00;41;S;19780.74
1715;48;2024-10-01 00:00:00;28;S;1885.41
1716;1;2025-04-11 00:00:00;46;S;3561.34
1717;23;2026-06-18 00:00:00;943;E;568267.56
1718;4;2025-07-27 00:00:00;17;S;7828.49
1719;10;2025-03-01 00:00:00;50;S;7683.85
1720;22;2025-12-16 00:00:00;1102;E;767730.93
1721;2;2025-02-11 00:00:00;12;S;7120.33
1722;13;2024-09-16 00:00:00;57;S;10168.96
1723;42;2025-03-21 00:00:00;36;S;15972.29
1724;10;2026-04-11 00:00:00;43;S;7210.17
1725;13;2026-04-05 00:00:00;343;E;57731.47
1726;41;2025-02-21 00:00:00;72;S;49804.07
